Server 2022 stock os

"Registry Time","Total Events","Opens","Closes","Reads","Writes","Other","Path"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_Saturation"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_SuperResolution"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_SuperResolution_Auto"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_TrueHDR"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_TrueHDR_C"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_TrueHDR_M"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_TrueHDR_P"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_TrueHDR_S"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_VAL_Y_Gamma"
"0.0000085","5","0","0","5","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Cadence"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Color_Range"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Color_Space"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Deinterlace"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Edge_Enhance"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Noise_Reduce"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XALG_Scaling"
"0.0000085","5","0","0","5","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Blue_Stretch_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Brightness"
"0.0000138","7","0","0","7","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Cadence"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Color_Range"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Color_Space"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Colortemp"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Contrast"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Deblocking_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Deinterlace"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Dynamic_Contrast_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Edge_Enhance"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Green_Stretch_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Hue"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Noise_Reduce"
"0.0000019","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Overdrive_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Playback_Profile_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_RGB_Gamma_B"
"0.0000019","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_RGB_Gamma_G"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_RGB_Gamma_R"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_RTXVideoFlags"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Saturation"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Scaling"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Skin_Tone_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Splitscreen_Deprecated"
"0.0000119","7","0","0","7","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_SuperResolution"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_SuperResolution_Auto"
"0.0000121","7","0","0","7","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_TrueHDR"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_TrueHDR_C"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_TrueHDR_M"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_TrueHDR_P"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_TrueHDR_S"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_Default_Global_XEN_Y_Gamma"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_DAT_SuperResolution"
"0.0000051","3","0","0","3","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Brightness"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Contrast"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Edge_Enhance"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Hue"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Noise_Reduce"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_RGB_Gamma_B"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_RGB_Gamma_G"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_RGB_Gamma_R"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_RTXVideoFlags"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Saturation"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_SuperResolution"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_SuperResolution_Auto"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_TrueHDR"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_TrueHDR_C"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_TrueHDR_M"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_TrueHDR_P"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_TrueHDR_S"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_VAL_Y_Gamma"
"0.0000085","5","0","0","5","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Cadence"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Color_Range"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Color_Space"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Deinterlace"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Edge_Enhance"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Noise_Reduce"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XALG_Scaling"
"0.0000085","5","0","0","5","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Blue_Stretch_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Brightness"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Cadence"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Color_Range"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Color_Space"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Colortemp"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Contrast"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Deblocking_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Deinterlace"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Dynamic_Contrast_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Edge_Enhance"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Green_Stretch_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Hue"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Noise_Reduce"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Overdrive_Deprecated"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Playback_Profile_Deprecated"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_RGB_Gamma_B"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_RGB_Gamma_G"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_RGB_Gamma_R"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_RTXVideoFlags"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Saturation"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Scaling"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Skin_Tone_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Splitscreen_Deprecated"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_SuperResolution"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_SuperResolution_Auto"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_TrueHDR"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_TrueHDR_C"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_TrueHDR_M"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_TrueHDR_P"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_TrueHDR_S"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_Global_XEN_Y_Gamma"
"0.0000049","3","0","0","3","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Brightness"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Contrast"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Edge_Enhance"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Hue"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Noise_Reduce"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_RGB_Gamma_B"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_RGB_Gamma_G"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_RGB_Gamma_R"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_RTXVideoFlags"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Saturation"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_SuperResolution"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_SuperResolution_Auto"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_TrueHDR"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_TrueHDR_C"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_TrueHDR_M"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_TrueHDR_P"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_TrueHDR_S"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_VAL_Y_Gamma"
"0.0000085","5","0","0","5","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Cadence"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Color_Range"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Color_Space"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Deinterlace"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Edge_Enhance"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Noise_Reduce"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XALG_Scaling"
"0.0000085","5","0","0","5","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XEN"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\_User_SUB0_DFP0_XEN_Blue_Stretch_Deprecated"
